budget,revenue,popularity,vote_average,runtime,year,month,cast_revenue,director_revenue
0.6236842105263158,1.0,0.171814514701179,0.8674698795180722,0.8059701492537313,0.9970223325062034,1.0,0.5838814856289344,1.0
0.7894736842105263,0.34469585163782934,0.15884603086631685,0.8313253012048193,0.8407960199004975,0.996029776674938,0.4166666666666667,0.43819497098761395,0.16279222904056403
0.6447368421052632,0.31588437498966426,0.1226348568509009,0.7590361445783131,0.736318407960199,1.0,0.8333333333333334,0.4109734980054825,0.1409183242042514
0.6578947368421053,0.38915089147240817,0.12827243953090112,0.9156626506024095,0.8208955223880597,0.9985111662531018,0.5833333333333334,0.2755178156069992,0.18954161467589425
0.6842105263157895,0.10191630495120328,0.05016895032951851,0.7349397590361445,0.6567164179104478,0.9985111662531018,0.25,0.29569146743395786,0.20872888068558515
0.6789473684210526,0.3195418874339727,0.13214057145726746,0.7108433734939759,0.6915422885572139,0.996029776674938,0.4166666666666667,0.4826902767934158,0.22087980745219427
0.6842105263157895,0.21226769974971355,0.055599598486173706,0.891566265060241,0.4975124378109453,0.9975186104218362,0.9166666666666666,0.6554388384002101,0.21226769974971355
0.7368421052631579,0.5040965902167339,0.15336009144233612,0.8795180722891566,0.7014925373134329,1.0,0.3333333333333333,0.5507272969867594,0.35436013669612115
0.6578947368421053,0.33499673340780256,0.11293712695247644,0.891566265060241,0.7611940298507462,0.9970223325062034,0.5833333333333334,0.8281408242381788,0.3357595731255296
0.7105263157894737,0.14027478099477364,0.06615676085043867,0.6506024096385542,0.7661691542288557,0.9955334987593052,0.5,0.1750532130120357,0.13396620689700434
0.5263157894736842,0.21022168811685696,0.12326532143122904,0.7349397590361445,0.527363184079602,0.9965260545905708,0.8333333333333334,0.4109734980054825,0.07220263320730334
0.5263157894736842,0.382235709108792,0.1665720569490688,0.8433734939759036,0.7512437810945274,0.9955334987593052,0.5,0.43819497098761395,0.16279222904056403
0.6710526315789473,0.0320269111031375,0.05601644955176378,0.7108433734939759,0.7412935323383084,0.9990074441687344,0.5833333333333334,0.43819497098761395,0.16279222904056403
0.5921052631578947,0.23775244571418122,0.1135223061894863,0.7831325301204819,0.7114427860696517,0.9990074441687344,0.5,0.2597803626804755,0.09582480070466297
0.5921052631578947,0.15052247783044065,0.06164887451542835,0.7590361445783131,0.746268656716418,0.9965260545905708,0.4166666666666667,0.26925909098629136,0.23069750388879243
0.5789473684210527,0.5450419437049429,0.16497455139246034,0.891566265060241,0.7114427860696517,0.9985111662531018,0.3333333333333333,0.5507272969867594,0.35436013669612115
1.0,0.37508138350657905,0.15465594711390052,0.7710843373493975,0.6766169154228856,0.998014888337469,0.4166666666666667,0.43819497098761395,0.12779653456255782
0.5921052631578947,0.22382876274519142,0.059429294233275115,0.7469879518072289,0.527363184079602,0.9985111662531018,0.4166666666666667,0.39333051704042005,0.12844965598858424
0.6578947368421053,0.3429095265424319,0.13815478049751187,0.8554216867469878,0.7164179104477612,0.9995037220843672,1.0,0.4712181533021169,0.29123363646519007
0.5657894736842105,0.2698082054569143,0.10263612926271878,0.7831325301204819,0.6766169154228856,0.9985111662531018,0.5,0.4374668920765725,0.181572816924351
0.5263157894736842,0.11143236385872288,0.04302090597971367,0.7469879518072289,0.6965174129353234,0.9975186104218362,0.4166666666666667,0.28702361761271283,0.09609893426773877
0.6578947368421053,0.34376327181029726,0.10778046934202187,0.9156626506024095,0.8009950248756219,0.9990074441687344,1.0,0.4712181533021169,0.29123363646519007
0.47368421052631576,0.13351489433482996,0.04909984458839034,0.6987951807228915,0.5621890547263682,0.996029776674938,1.0,0.5368727696129088,0.10875509019600574
0.5447368421052632,0.19727650197794605,0.06992612753420997,0.7951807228915662,0.9303482587064676,0.9950372208436724,1.0,0.1473192064448197,0.29123363646519007
0.55,0.10869055943812829,0.0741546006398572,0.6626506024096385,0.6517412935323383,0.9985111662531018,0.3333333333333333,0.29569146743395786,0.08923537190621929
0.39473684210526316,0.5428793986902606,0.47820636371398995,0.7831325301204819,0.6169154228855721,1.0,0.5,0.3735291429418635,0.272158465878235
0.5263157894736842,0.3976237070432152,0.10622085289954883,0.8313253012048193,0.7114427860696517,0.9985111662531018,0.8333333333333334,0.4109734980054825,0.1409183242042514
0.5263157894736842,0.2811248765827891,0.04014428562976227,0.8072289156626505,0.6318407960199005,0.9945409429280397,0.5,0.4826902767934158,0.22087980745219427
0.5263157894736842,0.4359595461462104,0.0887205786103439,0.8192771084337348,0.6467661691542289,0.9990074441687344,0.3333333333333333,0.5507272969867594,0.22081071741914535
0.5263157894736842,0.3678278163459656,0.08968910659872986,0.7710843373493975,0.5373134328358209,0.9975186104218362,0.25,0.38866598022676424,0.10816509988993273
