0.642282,0.248029,359.064479,1.227068,-0.03162,-0.001883,-0.056088,0.089607,-1.499095,0
0.638156,0.299551,800.746586,1.302503,-0.032668,-0.00321,-0.078732,0.139798,-3.300673,0
0.664086,0.336699,541.752926,1.399792,0.006573,0.002525,-0.049986,0.249151,0.044693,0
0.596891,0.252898,468.01112,1.358161,-0.02216,-0.002944,-0.131567,0.154107,-9.126381,0
0.648448,0.273498,202.150705,1.274427,-0.055749,-0.009789,0.078355,-0.218032,-2.731997,0
0.630817,0.28048,547.96861,1.2711,-0.087824,-0.015557,0.048851,-0.160229,-1.299114,0
0.589065,0.242666,155.016414,1.280942,-0.095118,-0.01613,0.000082,-0.109324,-0.845576,0
0.62615,0.33039,448.922441,1.394163,-0.177854,-0.034864,0.21634,0.057444,-8.174193,0
0.728277,0.516286,84.885463,0.973361,0.000782,-0.048966,-0.065065,-0.102372,-0.057082,0
0.687866,0.466854,91.765931,0.932129,0.007151,-0.050434,-0.10049,-0.131939,0.035012,0
0.657404,0.421806,76.547876,0.889057,-0.018746,-0.068023,-0.15698,-0.164457,-0.253015,0
0.566967,0.368052,439.31984,0.968059,-0.184532,-0.10545,-0.19951,-0.076923,-45.219355,0
0.60317,0.395986,54.60267,1.016568,-0.16133,-0.087473,0.02407,0.107431,0.488829,0
0.599613,0.36386,65.865897,1.038268,-0.166842,-0.087726,0.025728,0.05346,0.35029,0
0.638021,0.43517,63.247268,1.096748,-0.169209,-0.083179,0.07192,0.102408,0.278897,0
0.570846,0.425186,143.477517,1.125744,-0.168402,-0.089555,-0.02083,0.02326,0.234868,0
3.845559,2.449144,200.714463,0.569106,0.226957,0.383764,-0.071709,-0.623377,-0.922521,0
4.891492,2.801939,281.913166,0.451307,0.147756,0.298214,-0.144917,-0.591485,-0.88443,0
5.152067,2.767272,114.239144,0.259627,0.028709,0.044124,-0.158755,-0.673413,-0.957803,0
3.694343,1.758352,195.580236,0.290087,-0.021096,0.01103,-0.153668,-0.585607,-1.078431,0
